date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:21:57	285/285	---M--	403	error ('Forbidden')	text/html	date:Tue,%2022%20Dec%202020%2016:21:56%20GMT	https://themes.3rdwavemedia.com/robots.txt		(from )
11:21:58	26396/26396	---M--	200	added ('OK')	text/html	etag:%22671c-5b5fea40aef9e%22	https://themes.3rdwavemedia.com/devcard/bs4/	/home/bawantha/Downloads/devcard/themes.3rdwavemedia.com/devcard/bs4/index.html	(from )
11:21:58	1150/1150	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%2247e-5b5fea40aef9e%22	https://themes.3rdwavemedia.com/devcard/bs4/favicon.ico	/home/bawantha/Downloads/devcard/themes.3rdwavemedia.com/devcard/bs4/favicon.ico	(from https://themes.3rdwavemedia.com/devcard/bs4/)
11:22:00	2178/2178	---M--	200	added ('OK')	text/css	etag:%22882-5b5fea415f044%22	https://themes.3rdwavemedia.com/devcard/bs4/assets/plugins/tiny-slider/tiny-slider.css	/home/bawantha/Downloads/devcard/themes.3rdwavemedia.com/devcard/bs4/assets/plugins/tiny-slider/tiny-slider.css	(from https://themes.3rdwavemedia.com/devcard/bs4/)
11:22:03	172118/172118	---M--	200	added ('OK')	text/css	etag:%222a056-5b5fea40afb57%22	https://themes.3rdwavemedia.com/devcard/bs4/assets/css/theme-1.css	/home/bawantha/Downloads/devcard/themes.3rdwavemedia.com/devcard/bs4/assets/css/theme-1.css	(from https://themes.3rdwavemedia.com/devcard/bs4/)
11:22:04	26396/26396	---M--	200	added ('OK')	text/html	etag:%22671c-5b5fea40aef9e%22	https://themes.3rdwavemedia.com/devcard/bs4/index.html	/home/bawantha/Downloads/devcard/themes.3rdwavemedia.com/devcard/bs4/index-2.html	(from https://themes.3rdwavemedia.com/devcard/bs4/)
11:22:04	1262293/1262293	---M--	200	added ('OK')	application/javascript	etag:%221342d5-5b5fea40bc67b%22	https://themes.3rdwavemedia.com/devcard/bs4/assets/fontawesome/js/all.js	/home/bawantha/Downloads/devcard/themes.3rdwavemedia.com/devcard/bs4/assets/fontawesome/js/all.js	(from https://themes.3rdwavemedia.com/devcard/bs4/)
11:22:05	78058/78058	---M--	200	added ('OK')	image/png	etag:%22130ea-5b5fea41319a4%22	https://themes.3rdwavemedia.com/devcard/bs4/assets/images/profile.png	/home/bawantha/Downloads/devcard/themes.3rdwavemedia.com/devcard/bs4/assets/images/profile.png	(from https://themes.3rdwavemedia.com/devcard/bs4/)
11:22:05	17473/17473	---M--	200	added ('OK')	text/html	etag:%224441-5b5fea40aef9e%22	https://themes.3rdwavemedia.com/devcard/bs4/portfolio.html	/home/bawantha/Downloads/devcard/themes.3rdwavemedia.com/devcard/bs4/portfolio.html	(from https://themes.3rdwavemedia.com/devcard/bs4/)
11:22:06	23378/23378	---M--	200	added ('OK')	text/html	etag:%225b52-5b5fea40af386%22	https://themes.3rdwavemedia.com/devcard/bs4/services.html	/home/bawantha/Downloads/devcard/themes.3rdwavemedia.com/devcard/bs4/services.html	(from https://themes.3rdwavemedia.com/devcard/bs4/)
11:22:07	21322/21322	---M--	200	added ('OK')	text/html	etag:%22534a-5b5fea40af386%22	https://themes.3rdwavemedia.com/devcard/bs4/resume.html	/home/bawantha/Downloads/devcard/themes.3rdwavemedia.com/devcard/bs4/resume.html	(from https://themes.3rdwavemedia.com/devcard/bs4/)
11:22:08	12921/12921	---M--	200	added ('OK')	text/html	etag:%223279-5b5fea40aebb6%22	https://themes.3rdwavemedia.com/devcard/bs4/blog-home.html	/home/bawantha/Downloads/devcard/themes.3rdwavemedia.com/devcard/bs4/blog-home.html	(from https://themes.3rdwavemedia.com/devcard/bs4/)
11:22:09	11134/11134	---M--	200	added ('OK')	text/html	etag:%222b7e-5b5fea40aef9e%22	https://themes.3rdwavemedia.com/devcard/bs4/contact.html	/home/bawantha/Downloads/devcard/themes.3rdwavemedia.com/devcard/bs4/contact.html	(from https://themes.3rdwavemedia.com/devcard/bs4/)
11:22:10	15883/15883	---M--	200	added ('OK')	text/html	etag:%223e0b-5b5fea40af386%22	https://themes.3rdwavemedia.com/devcard/bs4/project.html	/home/bawantha/Downloads/devcard/themes.3rdwavemedia.com/devcard/bs4/project.html	(from https://themes.3rdwavemedia.com/devcard/bs4/)
